track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
0,1,100,car,1028.2498549075403,949.6232145723638,1.369,-0.199,-0.215,3.8,1.5
0,2,200,car,1028.3867398202406,949.603342800404,2.724,-0.394,-0.211,3.8,1.5
0,3,300,car,1028.659147886941,949.5639069521297,4.052,-0.584,-0.206,3.8,1.5
0,4,400,car,1029.0643956609138,949.5055133196045,5.342,-0.765,-0.202,3.8,1.5
0,5,500,car,1029.5985560515317,949.4290491883908,6.58,-0.934,-0.197,3.8,1.5
0,6,600,car,1030.2565707001286,949.3356573494134,7.758,-1.09,-0.191,3.8,1.5
0,7,700,car,1031.0323912326955,949.2267041959028,8.868,-1.23,-0.186,3.8,1.5
0,8,800,car,1031.9191427417397,949.1037426261174,9.902,-1.353,-0.18,3.8,1.5
0,9,900,car,1032.9093022746297,948.9684716570117,10.856,-1.458,-0.174,3.8,1.5
0,10,1000,car,1033.9948844080113,948.8226942691357,11.727,-1.544,-0.168,3.8,1.5
0,11,1100,car,1035.1676266220668,948.6682753470806,12.515,-1.612,-0.162,3.8,1.5
0,12,1200,car,1036.4191672433299,948.5071012423915,13.22,-1.661,-0.156,3.8,1.5
0,13,1300,car,1037.7412100118809,948.3410422653404,13.845,-1.691,-0.15,3.8,1.5
0,14,1400,car,1039.1256703567362,948.1719193743156,14.391,-1.704,-0.143,3.8,1.5
0,15,1500,car,1040.564799837563,948.0014757670295,14.865,-1.701,-0.137,3.8,1.5
0,16,1600,car,1042.0512865858047,947.8313538298867,15.27,-1.683,-0.13,3.8,1.5
0,17,1700,car,1043.578331029147,947.6630778065096,15.614,-1.65,-0.124,3.8,1.5
0,18,1800,car,1045.1396972912733,947.4980419594879,15.9,-1.605,-0.117,3.8,1.5
0,19,1900,car,1046.7297419406368,947.3375038873546,16.137,-1.549,-0.111,3.8,1.5
0,20,2000,car,1048.3434222108956,947.182582569366,16.329,-1.483,-0.104,3.8,1.5
0,21,2100,car,1049.9762867730715,947.0342604011471,16.482,-1.409,-0.097,3.8,1.5
0,22,2200,car,1051.6244522887393,946.893388542953,16.601,-1.327,-0.091,3.8,1.5
0,23,2300,car,1053.2845689807784,946.7606947757079,16.692,-1.239,-0.084,3.8,1.5
0,24,2400,car,1054.953778495545,946.6367931141666,16.759,-1.146,-0.077,3.8,1.5
0,25,2500,car,1056.6296670110812,946.5221945512292,16.805,-1.049,-0.071,3.8,1.5
0,26,2600,car,1058.310216178677,946.417318272282,16.835,-0.948,-0.064,3.8,1.5
0,27,2700,car,1059.9937540087567,946.3225027417413,16.852,-0.845,-0.058,3.8,1.5
0,28,2800,car,1061.6789074259025,946.2380164128758,16.857,-0.739,-0.051,3.8,1.5
0,29,2900,car,1063.3645576875904,946.1640675897532,16.852,-0.633,-0.045,3.8,1.5
0,30,3000,car,1065.0497995044864,946.1008133382455,16.841,-0.524,-0.038,3.8,1.5
0,31,3100,car,1066.7339042678943,946.048367184287,16.824,-0.416,-0.032,3.8,1.5
0,32,3200,car,1068.4162876430469,946.0068056643761,16.802,-0.306,-0.025,3.8,1.5
0,33,3300,car,1070.0964812385998,945.9761736887978,16.776,-0.197,-0.019,3.8,1.5
0,34,3400,car,1071.774108368581,945.9564886967652,16.748,-0.087,-0.013,3.8,1.5
0,35,3500,car,1073.44886337895,945.9477438411789,16.716,0.022,-0.006,3.8,1.5
0,36,3600,car,1075.1204941457302,945.9499101541224,16.683,0.13,0.0,3.8,1.5
0,37,3700,car,1076.788768930022,945.9629347446016,16.647,0.238,0.007,3.8,1.5
0,38,3800,car,1078.4534736227943,945.9867431538663,16.609,0.345,0.014,3.8,1.5
0,39,3900,car,1080.1144160989916,946.0212420843703,16.57,0.451,0.02,3.8,1.5
0,40,4000,car,1081.771402699564,946.0663165808247,16.528,0.555,0.027,3.8,1.5
0,41,4100,car,1083.4242276350408,946.1218289749044,16.484,0.658,0.034,3.8,1.5
0,42,4200,car,1085.0726472893864,946.187620766428,16.437,0.759,0.042,3.8,1.5
0,43,4300,car,1086.7163899435286,946.2635065546795,16.388,0.858,0.049,3.8,1.5
0,44,4400,car,1088.3551578701724,946.3492691964054,16.334,0.954,0.056,3.8,1.5
0,45,4500,car,1089.9885931961244,946.4446624836576,16.277,1.047,0.063,3.8,1.5
0,46,4600,car,1091.6162647584263,946.5494087028143,16.214,1.138,0.071,3.8,1.5
0,47,4700,car,1093.2376526968271,946.6631961175818,16.145,1.225,0.078,3.8,1.5
0,48,4800,car,1094.852130628087,946.7856762698376,16.068,1.308,0.085,3.8,1.5
0,49,4900,car,1096.4589449757123,946.9164610879218,15.982,1.387,0.092,3.8,1.5
0,50,5000,car,1098.0571914333477,947.0551197605172,15.886,1.461,0.098,3.8,1.5
0,51,5100,car,1099.645788360084,947.2011752884155,15.777,1.529,0.104,3.8,1.5
