track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
0,1,100,car,1040.0521297955795,944.7005235570106,1.209,-0.133,-0.178,3.8,1.5
0,2,200,car,1040.1729806259275,944.6872565140869,2.405,-0.263,-0.174,3.8,1.5
0,3,300,car,1040.4135137306962,944.6609499453828,3.579,-0.389,-0.169,3.8,1.5
0,4,400,car,1040.7714265219875,944.6220522152098,4.719,-0.508,-0.165,3.8,1.5
0,5,500,car,1041.243349654078,944.5712196683419,5.816,-0.619,-0.16,3.8,1.5
0,6,600,car,1041.8249438391497,944.5092979854311,6.861,-0.72,-0.155,3.8,1.5
0,7,700,car,1042.51102150009,944.4372987726346,7.847,-0.809,-0.15,3.8,1.5
0,8,800,car,1043.2956875299362,944.3563723190551,8.768,-0.886,-0.145,3.8,1.5
0,9,900,car,1044.1724928740691,944.267777878024,9.621,-0.949,-0.14,3.8,1.5
0,10,1000,car,1045.1345941236173,944.1728524980904,10.403,-0.999,-0.134,3.8,1.5
0,11,1100,car,1046.1749126752652,944.0729799151726,11.114,-1.034,-0.129,3.8,1.5
0,12,1200,car,1047.2862874440866,943.9695603726757,11.753,-1.056,-0.123,3.8,1.5
0,13,1300,car,1048.4616157846744,943.8639825929346,12.324,-1.064,-0.117,3.8,1.5
0,14,1400,car,1049.6939784498397,943.757598617966,12.828,-1.059,-0.11,3.8,1.5
0,15,1500,car,1050.9767455609115,943.6517021701578,13.269,-1.042,-0.104,3.8,1.5
0,16,1600,car,1052.3036617360217,943.5475108696819,13.652,-1.014,-0.097,3.8,1.5
0,17,1700,car,1053.6689097499702,943.4461526124621,13.982,-0.975,-0.09,3.8,1.5
0,18,1800,car,1055.0671531356827,943.348655935354,14.264,-0.927,-0.083,3.8,1.5
0,19,1900,car,1056.4935592452161,943.2559442533276,14.502,-0.871,-0.075,3.8,1.5
0,20,2000,car,1057.9438045319955,943.1688336553368,14.703,-0.808,-0.068,3.8,1.5
0,21,2100,car,1059.4140650320737,943.088033744012,14.869,-0.739,-0.061,3.8,1.5
0,22,2200,car,1060.900994521767,943.0141511271709,15.007,-0.665,-0.053,3.8,1.5
0,23,2300,car,1062.4016935945208,942.9476949195516,15.12,-0.586,-0.046,3.8,1.5
0,24,2400,car,1063.913672229259,942.8890838306679,15.211,-0.504,-0.039,3.8,1.5
0,25,2500,car,1065.4348087200945,942.8386543635513,15.285,-0.42,-0.032,3.8,1.5
0,26,2600,car,1066.9633069895608,942.7966695689225,15.343,-0.333,-0.025,3.8,1.5
0,27,2700,car,1068.4976543963658,942.7633280650009,15.389,-0.246,-0.019,3.8,1.5
0,28,2800,car,1070.0365813605385,942.7387730332991,15.424,-0.157,-0.012,3.8,1.5
0,29,2900,car,1071.5790239829778,942.7231008210791,15.451,-0.067,-0.006,3.8,1.5
0,30,3000,car,1073.124090321298,942.7163690324807,15.469,0.022,0.0,3.8,1.5
0,31,3100,car,1074.671010816315,942.7186001742419,15.481,0.112,0.006,3.8,1.5
0,32,3200,car,1076.2191229882108,942.7297902987895,15.487,0.201,0.012,3.8,1.5
0,33,3300,car,1077.7678656640226,942.74991785305,15.489,0.29,0.017,3.8,1.5
0,34,3400,car,1079.3167450957149,942.7789456433447,15.486,0.379,0.023,3.8,1.5
0,35,3500,car,1080.8653168540006,942.8168242673719,15.479,0.467,0.028,3.8,1.5
0,36,3600,car,1082.413169445853,942.863494508171,15.467,0.554,0.033,3.8,1.5
0,37,3700,car,1083.95990895799,942.9188886613639,15.452,0.64,0.038,3.8,1.5
0,38,3800,car,1085.5051439691022,942.9829307100116,15.433,0.726,0.043,3.8,1.5
0,39,3900,car,1087.0484698062305,943.05553537741,15.41,0.811,0.048,3.8,1.5
0,40,4000,car,1088.5894515888278,943.1366060491808,15.382,0.894,0.053,3.8,1.5
0,41,4100,car,1090.1276050982203,943.226031464428,15.348,0.977,0.058,3.8,1.5
0,42,4200,car,1091.6623618858268,943.3236836225276,15.307,1.057,0.063,3.8,1.5
0,43,4300,car,1093.1930617073294,943.4294090069533,15.259,1.136,0.068,3.8,1.5
0,44,4400,car,1094.718935483322,943.5430197043488,15.201,1.213,0.074,3.8,1.5
0,45,4500,car,1096.2390539970795,943.6642889988511,15.132,1.287,0.079,3.8,1.5
0,46,4600,car,1097.7522922006585,943.7929424734125,15.05,1.357,0.085,3.8,1.5
0,47,4700,car,1099.2572897348577,943.9286484650667,14.951,1.424,0.091,3.8,1.5
0,48,4800,car,1100.7524084331656,944.071008045637,14.833,1.485,0.097,3.8,1.5
0,49,4900,car,1102.2356879496265,944.2195448033215,14.691,1.542,0.103,3.8,1.5
