track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
0,1,100,car,1031.5488638009651,943.4514114081628,1.644,-0.135,-0.177,3.8,1.5
0,2,200,car,1031.7132512314054,943.437876604145,3.272,-0.268,-0.172,3.8,1.5
0,3,300,car,1032.0404295651574,943.4110937979608,4.868,-0.395,-0.161,3.8,1.5
0,4,400,car,1032.5272509520935,943.3716281395497,6.419,-0.513,-0.158,3.8,1.5
0,5,500,car,1033.1691115722463,943.3203078721863,7.91,-0.621,-0.152,3.8,1.5
0,6,600,car,1033.960073870206,943.2581994804448,9.33,-0.716,-0.143,3.8,1.5
0,7,700,car,1034.8930355377595,943.1865803414272,10.669,-0.797,-0.137,3.8,1.5
0,8,800,car,1035.9599185121328,943.1069033257008,11.92,-0.861,-0.129,3.8,1.5
0,9,900,car,1037.1518775751176,943.0207605048095,13.076,-0.909,-0.124,3.8,1.5
0,10,1000,car,1038.459511391468,942.9298426844252,14.136,-0.939,-0.114,3.8,1.5
0,11,1100,car,1039.873081591962,942.8359037520324,15.096,-0.952,-0.106,3.8,1.5
0,12,1200,car,1041.3827168938683,942.7407205785493,15.959,-0.947,-0.099,3.8,1.5
0,13,1300,car,1042.9786067214256,942.6460585479781,16.726,-0.924,-0.092,3.8,1.5
0,14,1400,car,1044.6511677111214,942.5536398278789,17.4,-0.885,-0.082,3.8,1.5
0,15,1500,car,1046.3911895500676,942.4651159862412,17.988,-0.831,-0.071,3.8,1.5
0,16,1600,car,1048.189952939118,942.3820463005932,18.494,-0.762,-0.064,3.8,1.5
0,17,1700,car,1050.0393172373654,942.3058792112402,18.925,-0.679,-0.052,3.8,1.5
0,18,1800,car,1051.9317793407188,942.2379407687429,19.287,-0.585,-0.042,3.8,1.5
0,19,1900,car,1053.8605070430253,942.1794252449434,19.588,-0.48,-0.035,3.8,1.5
0,20,2000,car,1055.819352546394,942.1313928102915,19.835,-0.366,-0.023,3.8,1.5
0,21,2100,car,1057.8028417300304,942.0947683731644,20.033,-0.244,-0.015,3.8,1.5
0,22,2200,car,1059.8061452175496,942.0703449073894,20.189,-0.116,-0.006,3.8,1.5
0,23,2300,car,1061.8250182129339,942.0587833876164,20.307,0.018,0.004,3.8,1.5
0,24,2400,car,1063.855762054456,942.0606219907179,20.394,0.157,0.012,3.8,1.5
0,25,2500,car,1065.895196334461,942.0762884233887,20.454,0.298,0.024,3.8,1.5
