track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
0,1,100,car,1029.5657315242565,949.993463570853,1.212,-0.196,-0.18,3.8,1.5
0,2,200,car,1029.68690044118,949.9738598337645,2.412,-0.389,-0.169,3.8,1.5
0,3,300,car,1029.9280757325535,949.9349458782903,3.589,-0.576,-0.173,3.8,1.5
0,4,400,car,1030.2869678831678,949.8773010081466,4.733,-0.755,-0.173,3.8,1.5
0,5,500,car,1030.7602295856925,949.801773011006,5.833,-0.923,-0.168,3.8,1.5
0,6,600,car,1031.3435536372558,949.7094548207143,6.883,-1.078,-0.163,3.8,1.5
0,7,700,car,1032.0318086158131,949.6016542874535,7.874,-1.218,-0.161,3.8,1.5
0,8,800,car,1032.8191781984453,949.4798594835647,8.801,-1.342,-0.159,3.8,1.5
0,9,900,car,1033.699317033173,949.3457016728072,9.662,-1.448,-0.148,3.8,1.5
0,10,1000,car,1034.6655173421775,949.200914042343,10.454,-1.536,-0.144,3.8,1.5
0,11,1100,car,1035.7108675844029,949.0472937917391,11.175,-1.606,-0.136,3.8,1.5
0,12,1200,car,1036.828405807161,948.886663281813,11.828,-1.658,-0.138,3.8,1.5
0,13,1300,car,1038.0112539639522,948.720835401656,12.415,-1.693,-0.127,3.8,1.5
0,14,1400,car,1039.2527352728566,948.5515808042813,12.937,-1.71,-0.127,3.8,1.5
0,15,1500,car,1040.5464842819445,948.3806025640897,13.4,-1.711,-0.119,3.8,1.5
0,16,1600,car,1041.8865121857045,948.209511668208,13.807,-1.697,-0.116,3.8,1.5
0,17,1700,car,1043.2672615717252,948.0398121970507,14.164,-1.669,-0.115,3.8,1.5
0,18,1800,car,1044.6836396185072,947.872888400591,14.474,-1.629,-0.109,3.8,1.5
0,19,1900,car,1046.1310331835143,947.7099971497211,14.743,-1.577,-0.1,3.8,1.5
0,20,2000,car,1047.605305134026,947.5522669699182,14.975,-1.516,-0.099,3.8,1.5
0,21,2100,car,1049.1027710326996,947.4006959359552,15.174,-1.445,-0.093,3.8,1.5
0,22,2200,car,1050.6201848648132,947.256157066854,15.345,-1.368,-0.089,3.8,1.5
0,23,2300,car,1052.1546987932297,947.1194045321063,15.491,-1.283,-0.08,3.8,1.5
0,24,2400,car,1053.7038272659588,946.9910814046784,15.616,-1.194,-0.073,3.8,1.5
0,25,2500,car,1055.2654009491519,946.871728345494,15.721,-1.099,-0.075,3.8,1.5
0,26,2600,car,1056.8375391503744,946.7617934577438,15.811,-1.002,-0.066,3.8,1.5
0,27,2700,car,1058.4186032947691,946.6616407366275,15.886,-0.901,-0.073,3.8,1.5
